Treatment,Species,Subfamily,Tribe,Tribe_ID,Tillers_prefire,Tillers_postfire,PER_RS,EM_Days,FLO_Week,Basal_cm2,Tillers_cm2,Wet_weight_mg,LA_mm2,Dry_weight_mg,SLA,LDMC,Type,HBT,LC
4 Days,Amphibromus nervosus,Pooideae,Poeae,1,115,60,52.17,2,NA,17.9,6.42,742,917.01,238,3.85,320.75,C3,Tufed ,p
4 Days,Amphibromus nervosus,Pooideae,Poeae,1,88,72,81.82,2,NA,15.6,5.64,742,917.01,238,3.85,320.75,C3,Tufed,p
4 Days,Amphibromus nervosus,Pooideae,Poeae,1,68,44,64.71,4,NA,15.6,4.36,742,917.01,238,3.85,320.75,C3,Tufed,p
4 Days,Amphibromus nervosus,Pooideae,Poeae,1,154,59,38.31,2,NA,15.6,9.87,742,917.01,238,3.85,320.75,C3,Tufed,p
4 Days,Amphibromus nervosus,Pooideae,Poeae,1,87,37,42.53,4,NA,9.63,9.04,742,917.01,238,3.85,320.75,C3,Tufed,p
8 Days,Amphibromus nervosus,Pooideae,Poeae,1,90,63,70,2,NA,17.9,5.03,539,915.09,166,5.51,307.98,C3,Tufed,p
8 Days,Amphibromus nervosus,Pooideae,Poeae,1,57,51,89.47,2,NA,15.6,3.65,539,915.09,166,5.51,307.98,C3,Tufed,p
8 Days,Amphibromus nervosus,Pooideae,Poeae,1,98,66,67.35,2,NA,13.45,7.29,539,915.09,166,5.51,307.98,C3,Tufed,p
8 Days,Amphibromus nervosus,Pooideae,Poeae,1,71,58,81.69,2,NA,17.9,3.97,539,915.09,166,5.51,307.98,C3,Tufed,p
8 Days,Amphibromus nervosus,Pooideae,Poeae,1,66,37,56.06,2,NA,15.6,4.23,539,915.09,166,5.51,307.98,C3,Tufed,p
11 Days,Amphibromus nervosus,Pooideae,Poeae,1,73,53,72.6,4,NA,28.73,2.54,302,484.02,102,4.75,337.75,C3,Tufed,p
11 Days,Amphibromus nervosus,Pooideae,Poeae,1,45,54,120,2,NA,11.46,3.93,302,484.02,102,4.75,337.75,C3,Tufed,p
11 Days,Amphibromus nervosus,Pooideae,Poeae,1,77,85,110.39,2,NA,15.6,4.94,302,484.02,102,4.75,337.75,C3,Tufed,p
11 Days,Amphibromus nervosus,Pooideae,Poeae,1,58,57,98.28,2,NA,17.9,3.24,302,484.02,102,4.75,337.75,C3,Tufed,p
11 Days,Amphibromus nervosus,Pooideae,Poeae,1,81,103,127.16,4,NA,9.63,8.41,302,484.02,102,4.75,337.75,C3,Tufed,p
4 Days,Austrostipa rudis ssp rudis,Pooideae,Stipeae,2,51,0,0,NA,NA,15.6,3.27,1567,2923.45,569,5.14,363.11,C3,"Tufted, shortly rhizomatous",p
4 Days,Austrostipa rudis ssp rudis,Pooideae,Stipeae,2,37,0,0,NA,NA,13.45,2.75,1567,2923.45,569,5.14,363.11,C3,"Tufted, shortly rhizomatous",p
4 Days,Austrostipa rudis ssp rudis,Pooideae,Stipeae,2,55,0,0,NA,NA,15.6,3.53,1567,2923.45,569,5.14,363.11,C3,"Tufted, shortly rhizomatous",p
4 Days,Austrostipa rudis ssp rudis,Pooideae,Stipeae,2,45,0,0,NA,NA,15.6,2.89,1567,2923.45,569,5.14,363.11,C3,"Tufted, shortly rhizomatous",p
4 Days,Austrostipa rudis ssp rudis,Pooideae,Stipeae,2,59,0,0,NA,NA,31.83,1.85,1567,2923.45,569,5.14,363.11,C3,"Tufted, shortly rhizomatous",p
8 Days,Austrostipa rudis ssp rudis,Pooideae,Stipeae,2,72,73,101.39,2,NA,20.37,3.53,879,896.8,327,2.74,372.01,C3,"Tufted, shortly rhizomatous",p
8 Days,Austrostipa rudis ssp rudis,Pooideae,Stipeae,2,61,0,0,NA,NA,31.83,1.92,879,896.8,327,2.74,372.01,C3,"Tufted, shortly rhizomatous",p
8 Days,Austrostipa rudis ssp rudis,Pooideae,Stipeae,2,71,0,0,NA,NA,17.9,3.97,879,896.8,327,2.74,372.01,C3,"Tufted, shortly rhizomatous",p
8 Days,Austrostipa rudis ssp rudis,Pooideae,Stipeae,2,84,0,0,NA,NA,25.78,3.26,879,896.8,327,2.74,372.01,C3,"Tufted, shortly rhizomatous",p
8 Days,Austrostipa rudis ssp rudis,Pooideae,Stipeae,2,80,82,102.5,2,NA,35.09,2.28,879,896.8,327,2.74,372.01,C3,"Tufted, shortly rhizomatous",p
11 Days,Austrostipa rudis ssp rudis,Pooideae,Stipeae,2,35,12,34.29,4,NA,15.6,2.24,1153,1198.25,531,2.26,460.54,C3,"Tufted, shortly rhizomatous",p
11 Days,Austrostipa rudis ssp rudis,Pooideae,Stipeae,2,45,47,104.44,2,NA,11.46,3.93,1153,1198.25,531,2.26,460.54,C3,"Tufted, shortly rhizomatous",p
11 Days,Austrostipa rudis ssp rudis,Pooideae,Stipeae,2,82,70,85.37,2,NA,28.73,2.85,1153,1198.25,531,2.26,460.54,C3,"Tufted, shortly rhizomatous",p
